id,direct_pass,cot_pass,plan_pass,decompose_pass,expert_pass,reviewer_pass,simple_pass,careful_pass,efficient_pass,tdd_pass,defensive_pass,typed_pass,direct_score,cot_score,plan_score,decompose_score,expert_score,reviewer_score,simple_score,careful_score,efficient_score,tdd_score,defensive_score,typed_score,probe_selected_style,probe_selected_pass,random_selected_pass,oracle_pass
271,False,False,False,False,False,False,False,False,False,False,False,False,-6.732632160186768,-5.062867164611816,-4.117977619171143,-5.5240325927734375,-0.9555256962776184,-6.010568141937256,-5.773348808288574,-4.1794867515563965,-6.026971340179443,-2.1748054027557373,-6.576904296875,-5.629571437835693,expert,False,False,False
272,False,False,False,False,False,False,False,False,False,False,False,False,-9.406405448913574,-8.120200157165527,-6.346595287322998,-8.40946102142334,-7.928353309631348,-3.9136059284210205,-12.235923767089844,-10.896081924438477,-11.710274696350098,-8.325732231140137,-10.288345336914062,-8.700919151306152,reviewer,False,False,False
273,False,True,True,False,False,False,False,False,False,False,False,False,-7.094559192657471,-9.148977279663086,-5.742733478546143,-7.466667652130127,-4.310330867767334,-10.238663673400879,-10.710736274719238,-10.463712692260742,-8.738173484802246,-6.333150863647461,-11.767330169677734,-8.861327171325684,expert,False,False,True
274,False,False,False,False,False,False,False,False,False,False,False,False,-9.224458694458008,-7.879474639892578,-7.484241962432861,-7.631899356842041,-9.912434577941895,-9.296167373657227,-8.804702758789062,-7.720179557800293,-8.992637634277344,-7.717693328857422,-11.073232650756836,-8.823448181152344,plan,False,False,False
275,False,False,False,False,False,False,False,False,False,False,False,False,-7.3504157066345215,-6.628862380981445,-6.848743915557861,-12.769424438476562,-11.209126472473145,-4.697454452514648,-9.444273948669434,-5.784675121307373,-8.443134307861328,-10.002689361572266,-11.222627639770508,-12.14559555053711,reviewer,False,False,False
276,False,False,False,False,False,False,False,False,False,False,False,False,-10.291951179504395,-8.841004371643066,-5.022712230682373,-9.53946304321289,-6.4242167472839355,-7.374263286590576,-10.390833854675293,-3.8913936614990234,-10.982460975646973,-7.916464805603027,-10.081708908081055,-11.46183967590332,careful,False,False,False
277,False,False,False,False,False,False,False,False,False,False,False,False,-9.044954299926758,-10.042713165283203,-5.591191291809082,-8.28825855255127,-6.132748126983643,-5.941150188446045,-11.955812454223633,-8.141382217407227,-12.442922592163086,-9.282233238220215,-9.836630821228027,-10.171995162963867,plan,False,False,False
278,False,False,False,False,False,False,False,False,False,False,False,False,-9.90093994140625,-10.257237434387207,-8.919620513916016,-8.635065078735352,-7.978146553039551,-11.338494300842285,-10.855849266052246,-10.587921142578125,-12.024510383605957,-10.233512878417969,-12.596006393432617,-9.782837867736816,expert,False,False,False
279,False,False,False,False,False,False,False,False,False,False,False,False,-11.727296829223633,-13.18429183959961,-7.079770565032959,-7.446468353271484,-8.673828125,-15.960921287536621,-11.693975448608398,-8.539823532104492,-8.796677589416504,-11.383685111999512,-15.827217102050781,-8.107864379882812,plan,False,False,False
280,False,False,True,False,False,False,False,False,False,False,True,True,-11.07342529296875,-14.605697631835938,-8.201327323913574,-6.089540481567383,-5.961138725280762,-8.93667984008789,-9.299675941467285,-10.752985000610352,-13.23855972290039,-9.20180892944336,-11.94268798828125,-7.167308807373047,expert,False,True,True
281,False,False,False,False,False,False,False,False,False,False,False,False,-6.467421054840088,-1.290805459022522,0.30276191234588623,-4.173213958740234,-0.9439848065376282,-2.3607921600341797,-3.854794979095459,-0.6972004175186157,-2.6406731605529785,-3.65584397315979,-3.5399937629699707,-6.232654094696045,plan,False,False,False
282,True,False,False,False,True,False,True,False,False,False,False,False,-5.13474178314209,-1.0644811391830444,-2.7951204776763916,-4.772742748260498,-1.272291898727417,-2.059041738510132,-5.001894950866699,-1.7367620468139648,-3.1400506496429443,-3.0834615230560303,-3.8484644889831543,-6.960301399230957,cot,False,False,True
283,False,False,False,False,False,False,False,False,False,False,False,False,-9.590486526489258,-9.596583366394043,-5.960043430328369,-5.95465087890625,-3.429273843765259,-11.930407524108887,-11.456111907958984,-6.083863258361816,-7.603114128112793,-6.473103046417236,-12.446136474609375,-7.899361610412598,expert,False,False,False
284,False,True,False,False,True,True,True,True,True,False,False,False,-7.8474860191345215,-11.66446590423584,-6.017105579376221,-9.842004776000977,-8.526837348937988,-7.9928879737854,-11.944676399230957,-7.962777614593506,-9.959755897521973,-8.246153831481934,-13.828009605407715,-9.253340721130371,plan,False,True,True
285,False,False,False,False,False,False,False,False,False,False,False,False,-9.252809524536133,-8.041808128356934,-0.6010698676109314,-6.335657119750977,1.099576711654663,-6.463266849517822,-8.330123901367188,-6.032420635223389,-8.928421020507812,-4.352257251739502,-8.944074630737305,-7.250957012176514,expert,False,False,False
286,False,False,False,False,False,False,False,False,False,False,False,False,-9.814672470092773,-11.924004554748535,-8.43942642211914,-8.189010620117188,-6.896388530731201,-3.981962203979492,-10.806367874145508,-12.205767631530762,-13.051645278930664,-10.757218360900879,-11.274700164794922,-8.542078018188477,reviewer,False,False,False
287,False,False,False,False,False,False,False,False,False,False,False,False,-5.790160655975342,-4.922598361968994,-3.7663934230804443,-3.1249122619628906,-1.3609613180160522,-5.479861259460449,-3.6398510932922363,-5.007181167602539,-4.009937286376953,-2.848369836807251,-4.858870983123779,-4.496618747711182,expert,False,False,False
288,False,False,False,False,False,False,False,False,False,False,False,False,-10.098272323608398,-8.214288711547852,-2.1653552055358887,-4.927431106567383,-5.104276180267334,-6.222162246704102,-8.259493827819824,-6.861209392547607,-8.786056518554688,-6.964303970336914,-9.858956336975098,-6.022146224975586,plan,False,False,False
289,False,False,False,False,False,False,False,False,False,False,False,False,-3.6032426357269287,-6.764224052429199,-5.434064865112305,-6.361201763153076,-2.115278482437134,-3.8314061164855957,-5.25282096862793,-7.862438201904297,-5.461930751800537,-2.5328853130340576,-6.7264933586120605,-7.728444576263428,expert,False,False,False
290,False,False,False,False,True,False,False,False,False,True,False,False,-8.994251251220703,-5.700695514678955,-5.5945658683776855,-6.876734256744385,-7.75806188583374,-2.5488739013671875,-9.057587623596191,-8.012496948242188,-9.22728157043457,-8.04032039642334,-9.00568962097168,-9.5308837890625,reviewer,False,False,True
291,False,False,False,False,False,False,False,False,False,False,False,False,-4.6291351318359375,-8.835311889648438,-7.343315124511719,-9.64087200164795,-6.981973648071289,-6.514894485473633,-7.713945388793945,-6.897694110870361,-8.045699119567871,-8.958089828491211,-10.64238166809082,-9.535857200622559,direct,False,False,False
292,False,False,True,False,False,False,False,False,False,False,False,False,-7.0844526290893555,-7.719207763671875,-8.864455223083496,-4.817698001861572,-2.9007208347320557,-9.805730819702148,-8.171341896057129,-2.232940912246704,-4.018950939178467,-4.3067402839660645,-9.01113510131836,-7.681690216064453,careful,False,True,True
293,False,False,False,False,False,False,False,False,False,False,False,False,-9.404847145080566,-10.707830429077148,-5.620069980621338,-9.407438278198242,-5.935336589813232,-8.29266357421875,-14.32378101348877,-8.816607475280762,-11.44798755645752,-7.638369083404541,-14.118257522583008,-9.176897048950195,plan,False,False,False
294,False,False,False,False,False,False,False,False,False,False,False,False,-4.661050319671631,0.9317155480384827,-2.3375308513641357,-5.678345203399658,-5.292651653289795,-3.5328691005706787,-5.690886974334717,-0.9960649013519287,-1.6317923069000244,-6.654385566711426,-3.8801491260528564,-9.727970123291016,cot,False,False,False
295,False,False,False,False,False,False,False,False,False,False,False,False,-4.145196437835693,-1.55534029006958,-1.7242308855056763,-6.192757606506348,-0.45196062326431274,-2.864428758621216,-3.688601016998291,1.4314994812011719,0.1267605423927307,-3.0191426277160645,-3.1745126247406006,-7.945562362670898,careful,False,False,False
296,False,False,False,False,False,False,False,False,False,False,False,False,-4.250023365020752,-1.7442505359649658,-1.0561975240707397,-5.981152534484863,-5.798304080963135,-2.672481060028076,-5.315442085266113,0.35910430550575256,-2.380913734436035,-4.813872337341309,-4.56002950668335,-6.832193851470947,careful,False,False,False
297,False,False,False,False,False,False,False,False,False,False,False,False,-6.753905296325684,-7.735366344451904,-9.533170700073242,-6.5118865966796875,-4.751726150512695,-4.681103229522705,-6.33875846862793,-9.54310417175293,-9.81205940246582,-5.962400913238525,-9.497370719909668,-8.27121353149414,reviewer,False,False,False
298,False,False,False,False,False,False,False,False,False,False,False,False,-7.7914228439331055,-10.06110954284668,-9.87879467010498,-6.534531593322754,-3.9747202396392822,-8.058046340942383,-5.864615440368652,-10.059123039245605,-9.931276321411133,-2.8839950561523438,-10.312618255615234,-6.971313953399658,tdd,False,False,False
299,False,False,False,False,False,False,False,False,False,False,False,False,-9.71478271484375,-4.739327907562256,-1.5950148105621338,-9.170358657836914,-6.200395107269287,-3.3200297355651855,-11.003632545471191,-5.822022438049316,-10.75468635559082,-8.351441383361816,-9.354866981506348,-8.545143127441406,plan,False,False,False
300,False,False,False,False,False,False,False,False,False,False,False,False,-8.303356170654297,-9.117973327636719,-9.412735939025879,-6.510453701019287,-8.14267635345459,-8.953631401062012,-5.812103748321533,-5.944434642791748,-8.883578300476074,-5.863475322723389,-10.971776962280273,-6.943887710571289,simple,False,False,False
301,False,False,False,False,False,False,False,False,False,False,False,False,-4.627917766571045,-2.5941977500915527,-1.3616869449615479,-2.6861982345581055,-1.8128252029418945,-2.286552667617798,-5.396703720092773,-2.055325746536255,-2.6492528915405273,-3.6849162578582764,-3.4315185546875,-6.696082592010498,plan,False,False,False
302,False,False,False,False,False,False,False,False,False,False,False,False,-6.588161945343018,-2.840481758117676,-5.579386234283447,-7.139394283294678,-2.494795322418213,-5.6395440101623535,-6.913496017456055,-3.651421308517456,-5.592245578765869,-4.210103988647461,-6.280086517333984,-7.739820957183838,expert,False,False,False
303,False,False,False,False,False,False,False,False,False,False,False,False,-13.930754661560059,-16.526790618896484,-13.894247055053711,-9.707208633422852,-14.71605396270752,-14.607735633850098,-15.334454536437988,-17.62449836730957,-16.65349006652832,-14.193525314331055,-17.67076873779297,-14.147210121154785,decompose,False,False,False
304,False,False,False,False,False,False,False,False,False,False,False,False,-5.296491622924805,-5.721131324768066,-9.304161071777344,-8.600433349609375,-7.903674602508545,-5.343228816986084,-6.973752021789551,-7.3037285804748535,-6.960777759552002,-9.349129676818848,-8.488998413085938,-9.65887451171875,direct,False,False,False
305,False,False,False,False,False,False,False,False,False,False,False,False,-9.17934513092041,-6.860659599304199,-4.575770378112793,-6.147418975830078,-4.953301906585693,-9.36154842376709,-8.334111213684082,-5.6192426681518555,-5.037173271179199,-7.717278480529785,-9.5438814163208,-8.748614311218262,plan,False,False,False
306,False,False,False,False,False,False,False,False,False,False,False,False,-10.883076667785645,-10.176859855651855,-7.657956123352051,-7.332724094390869,-8.71465015411377,-7.2197771072387695,-6.875907897949219,-10.576925277709961,-10.923480987548828,-7.3757805824279785,-11.25234603881836,-7.181180477142334,simple,False,False,False
307,False,False,False,False,False,False,False,False,False,False,False,False,-8.691579818725586,-4.477560043334961,-0.5548660159111023,-3.638078451156616,-3.384195327758789,-6.917629718780518,-7.727662086486816,-0.6982420682907104,-4.082579135894775,-7.414419174194336,-6.031195163726807,-7.855411052703857,plan,False,False,False
308,False,False,False,False,False,False,False,False,False,False,False,False,-10.355584144592285,-10.45733642578125,-9.556950569152832,-9.517942428588867,-9.824626922607422,-4.618490695953369,-11.989383697509766,-11.528797149658203,-12.944540023803711,-11.151638984680176,-12.737022399902344,-10.475004196166992,reviewer,False,False,False
309,False,False,False,False,False,False,False,False,False,False,False,False,-8.653672218322754,-6.821254730224609,-3.072847604751587,-5.1944780349731445,-2.885856866836548,-9.983920097351074,-7.823630332946777,-1.15891432762146,-3.5651562213897705,-3.8533146381378174,-9.126289367675781,-7.71170711517334,careful,False,False,False
310,False,False,False,False,False,False,False,False,False,False,False,False,-4.582102298736572,0.9277303814888,0.2669447064399719,-3.6801846027374268,-1.9353655576705933,-5.2337775230407715,-3.0830721855163574,0.9018521308898926,-3.4876866340637207,-3.5241811275482178,-4.575109958648682,-5.781274795532227,cot,False,False,False
311,False,False,False,False,False,False,False,False,False,False,False,False,-8.359223365783691,-7.708263397216797,-5.244504451751709,-10.048242568969727,-9.715254783630371,-9.611987113952637,-11.2456693649292,-6.162548542022705,-9.920430183410645,-8.675934791564941,-12.156879425048828,-9.035017013549805,plan,False,False,False
312,False,False,False,False,False,False,False,False,False,False,False,False,-10.255416870117188,-8.39042854309082,-4.4911723136901855,-6.968915939331055,-7.966733455657959,-8.176054954528809,-11.304152488708496,-2.5472326278686523,-7.082489013671875,-9.57320499420166,-9.767396926879883,-10.582642555236816,careful,False,False,False
313,False,False,False,False,False,False,False,False,False,False,False,False,-3.022735118865967,0.3688342869281769,1.4448351860046387,-2.7394022941589355,-4.597029209136963,-2.6175599098205566,-3.5711073875427246,-0.14283344149589539,-0.5326172113418579,-5.07474946975708,-2.1277015209198,-6.527313709259033,plan,False,False,False
314,False,False,False,False,False,False,False,False,False,False,False,False,-8.658902168273926,-9.728614807128906,-11.290934562683105,-9.131508827209473,-12.635085105895996,-6.467581272125244,-10.739497184753418,-11.956034660339355,-14.381311416625977,-11.54137897491455,-14.278078079223633,-10.983838081359863,reviewer,False,False,False
315,False,False,False,False,False,False,False,False,False,False,False,False,-3.53977108001709,-8.678401947021484,-5.041419506072998,-9.565457344055176,-4.767880439758301,-6.379650592803955,-6.3273820877075195,-10.21141529083252,-8.876459121704102,-6.323399543762207,-11.722402572631836,-9.35094165802002,direct,False,False,False
316,False,False,False,False,False,False,False,False,False,False,False,False,-11.331719398498535,-10.615934371948242,-6.880401134490967,-8.824322700500488,-6.9508280754089355,-7.423083782196045,-7.939417362213135,-7.760629177093506,-10.022452354431152,-9.163008689880371,-11.589598655700684,-8.611824035644531,plan,False,False,False
317,False,False,False,False,False,False,False,False,False,False,False,False,-10.205864906311035,-8.362221717834473,-5.9953203201293945,-6.547377586364746,-5.541601657867432,-5.288437366485596,-8.600141525268555,-10.324947357177734,-11.221891403198242,-8.108742713928223,-10.649764060974121,-8.721673011779785,reviewer,False,False,False
318,False,False,False,False,False,False,False,False,False,False,False,False,-4.642103672027588,-3.458620071411133,-2.431389093399048,-6.873422622680664,-5.323446750640869,-4.00132417678833,-6.215641021728516,-1.8603529930114746,-2.7069091796875,-6.825520992279053,-7.111412048339844,-8.171689987182617,careful,False,False,False
319,False,False,False,False,False,False,False,False,False,False,False,False,-6.9559149742126465,-6.5248870849609375,-7.887645244598389,-9.764595031738281,-6.114194393157959,-9.456643104553223,-8.906373023986816,-8.4702730178833,-9.579204559326172,-8.195542335510254,-11.441529273986816,-8.919054985046387,expert,False,False,False
320,False,False,True,False,False,False,False,False,False,False,False,False,-6.230592727661133,-5.427699089050293,-3.722050428390503,-6.523253440856934,2.6297338008880615,-4.364749908447266,-6.8663859367370605,-3.3875608444213867,-3.744501829147339,-4.094048023223877,-6.848819255828857,-6.7509636878967285,expert,False,False,True
321,False,False,False,False,False,False,False,False,False,False,False,False,-10.169511795043945,-12.792617797851562,-9.389151573181152,-7.077178001403809,-8.944681167602539,-11.873379707336426,-12.237977981567383,-10.928253173828125,-8.766605377197266,-12.165568351745605,-13.775684356689453,-11.13493537902832,decompose,False,False,False
322,False,False,False,False,False,False,False,False,False,False,False,False,-10.829285621643066,-9.797013282775879,-7.147226333618164,-10.06770133972168,-10.023087501525879,-7.107259273529053,-14.114992141723633,-9.286349296569824,-12.372350692749023,-10.410506248474121,-12.43278980255127,-10.510907173156738,reviewer,False,False,False
323,False,False,False,False,False,False,False,False,False,False,False,False,-10.285466194152832,-9.70907211303711,-5.6422343254089355,-3.410520076751709,-2.653984546661377,-4.233448028564453,-6.337162017822266,-9.384947776794434,-9.724771499633789,-5.802631378173828,-7.372856616973877,-7.011924743652344,expert,False,False,False
324,False,False,False,False,False,False,False,False,False,False,False,False,-9.005449295043945,-9.639898300170898,-6.116248607635498,-10.651321411132812,-3.55020809173584,-5.945916652679443,-10.42134952545166,-9.736748695373535,-11.586742401123047,-9.916495323181152,-11.286731719970703,-9.649612426757812,expert,False,False,False
325,True,False,False,True,False,True,True,True,False,False,False,False,-4.967106819152832,-8.420293807983398,-6.840827941894531,-11.38917350769043,-8.441519737243652,-7.2959160804748535,-5.995977401733398,-6.755185604095459,-9.662471771240234,-8.70702838897705,-11.11140251159668,-10.46503734588623,direct,True,True,True
326,False,False,False,False,False,False,False,False,False,False,False,False,-6.870696544647217,-7.829840183258057,-4.272441864013672,-5.752633571624756,-7.343438625335693,-5.578259468078613,-8.379509925842285,-5.553024768829346,-8.179792404174805,-9.049568176269531,-9.064704895019531,-7.512250900268555,plan,False,False,False
327,False,False,False,False,False,False,False,False,False,False,False,False,-7.7857537269592285,-9.62576675415039,-1.9636213779449463,-7.081495761871338,-4.089393138885498,-9.358732223510742,-8.84542465209961,-6.646279335021973,-8.002095222473145,-4.858700752258301,-8.409276962280273,-10.456951141357422,plan,False,False,False
328,False,False,False,False,False,False,False,False,False,False,False,False,-13.292882919311523,-14.371808052062988,-10.333098411560059,-10.437012672424316,-10.911187171936035,-9.930277824401855,-14.789785385131836,-17.391517639160156,-19.109907150268555,-9.607571601867676,-18.958961486816406,-9.674715995788574,tdd,False,False,False
329,False,False,True,False,False,False,False,False,False,False,False,False,-4.86410665512085,0.1933489441871643,-0.9812628626823425,-2.4614219665527344,-2.8137080669403076,-3.9000916481018066,-3.96836519241333,-0.04021129757165909,-0.23004353046417236,-4.462363243103027,-1.716709017753601,-6.84468936920166,cot,False,False,True
330,False,False,False,False,False,False,False,False,False,False,False,False,-5.0500874519348145,-5.399059295654297,-6.041214466094971,-8.408647537231445,-6.389948844909668,-5.710928916931152,-6.772319316864014,-4.066859722137451,-5.1059746742248535,-6.429690837860107,-8.845919609069824,-9.907356262207031,careful,False,False,False
331,False,False,False,False,False,False,False,False,False,False,False,False,-9.0320405960083,-8.296290397644043,-7.845648765563965,-7.6901068687438965,-7.968178749084473,-10.097569465637207,-10.287453651428223,-7.244513034820557,-8.709770202636719,-10.880389213562012,-11.576593399047852,-8.990804672241211,careful,False,False,False
332,False,False,False,False,False,False,False,False,False,False,False,False,-7.065532684326172,-6.259971618652344,-2.659031629562378,-3.5517349243164062,0.4196174740791321,-2.0076487064361572,-3.921581745147705,-2.922539710998535,-3.408165216445923,-5.516082763671875,-3.7858657836914062,-6.5964789390563965,expert,False,False,False
333,False,False,False,False,False,False,False,False,False,False,False,False,-7.667563438415527,-8.882654190063477,-11.381211280822754,-6.187771797180176,-11.373824119567871,-6.369520664215088,-8.676865577697754,-9.730673789978027,-8.87994384765625,-9.92602825164795,-10.827428817749023,-9.079595565795898,decompose,False,False,False
334,False,False,False,False,True,False,False,False,False,False,False,False,-5.492862224578857,-7.271451473236084,-3.440354108810425,-4.822922706604004,-1.9463306665420532,-7.011948108673096,-6.94460391998291,-4.241454601287842,-3.9650332927703857,-3.166173219680786,-7.554489612579346,-6.914555072784424,expert,True,True,True
335,False,False,False,False,False,False,False,False,False,False,False,False,-5.353633403778076,-2.911993980407715,-6.257480144500732,-5.22418737411499,-3.7363088130950928,-4.246884822845459,-5.91957426071167,-4.7408061027526855,-3.609715461730957,-5.355930328369141,-4.998622417449951,-8.895137786865234,cot,False,False,False
336,False,False,False,False,False,False,False,False,False,False,False,False,-9.720273971557617,-10.216087341308594,-5.58429479598999,-10.512245178222656,-3.6884734630584717,-14.241608619689941,-12.017544746398926,-8.699615478515625,-8.176904678344727,-4.289641380310059,-13.627212524414062,-10.975391387939453,expert,False,False,False
337,False,False,False,False,False,False,False,False,False,False,False,False,-8.686929702758789,-11.24325942993164,-8.635560035705566,-12.121761322021484,-2.479221820831299,-7.386733531951904,-13.162429809570312,-13.255338668823242,-13.125869750976562,-8.56298828125,-13.051860809326172,-13.237970352172852,expert,False,False,False
338,False,False,False,False,False,False,False,False,False,False,False,False,-9.40098762512207,-11.156749725341797,-5.178093910217285,-11.199426651000977,-6.924112796783447,-10.31136703491211,-7.137158393859863,-11.464152336120605,-12.106505393981934,-9.435904502868652,-12.826902389526367,-10.62535285949707,plan,False,False,False
339,False,False,False,False,False,False,False,False,False,False,False,False,-4.75314474105835,-6.171214580535889,-5.37481689453125,-8.586112976074219,-4.8866496086120605,-9.26170539855957,-6.4814558029174805,-3.0257480144500732,-3.481315851211548,-3.3259670734405518,-9.856555938720703,-7.973283290863037,careful,False,False,False
340,False,False,False,False,False,False,False,False,False,False,False,False,-6.714386463165283,-5.802972793579102,-5.498506546020508,-6.024224758148193,0.10513884574174881,-6.460240840911865,-4.235729694366455,-6.531426429748535,-6.322802543640137,-4.279378890991211,-6.9618754386901855,-6.148839473724365,expert,False,False,False
341,False,False,False,False,False,False,False,False,False,False,False,False,-7.897825717926025,-3.362257957458496,-1.0830178260803223,-5.745917320251465,-3.793630599975586,-2.4824304580688477,-5.730908393859863,-1.771684169769287,-6.610031604766846,-7.866722583770752,-5.698726177215576,-7.127887725830078,plan,False,False,False
342,False,False,False,False,False,False,False,False,False,False,False,False,-9.33403205871582,-10.51862907409668,-9.388968467712402,-9.119728088378906,-11.679264068603516,-6.991739273071289,-8.974729537963867,-10.123687744140625,-13.577136993408203,-9.277741432189941,-13.04339599609375,-10.714212417602539,reviewer,False,False,False
343,False,False,False,False,False,False,False,False,False,False,False,False,-5.161672115325928,-5.907320976257324,-3.906484842300415,-7.059965133666992,-2.063396453857422,-3.7419745922088623,-9.225351333618164,-7.958967685699463,-5.804654121398926,-4.9358673095703125,-8.394050598144531,-8.522489547729492,expert,False,False,False
344,False,False,False,False,False,False,False,False,False,False,False,False,-8.09095573425293,-10.977017402648926,-6.4947686195373535,-9.150330543518066,-5.959334373474121,-8.464991569519043,-7.790645122528076,-6.725710391998291,-10.496356964111328,-8.097102165222168,-11.782878875732422,-8.400192260742188,expert,False,False,False
345,False,False,False,False,False,False,False,False,False,False,False,False,-8.451680183410645,-10.237048149108887,-9.968667030334473,-8.352943420410156,-3.4411847591400146,-6.146040439605713,-5.432636737823486,-12.350406646728516,-10.689537048339844,-7.5882182121276855,-11.334630966186523,-7.156292915344238,expert,False,False,False
346,False,False,False,False,False,False,False,False,False,False,False,False,-6.739088535308838,-4.564305305480957,2.4246511459350586,0.05098466947674751,2.717954397201538,-4.286792755126953,-1.0822670459747314,-0.0526714101433754,-1.1276681423187256,-1.1209428310394287,-2.5992040634155273,-2.8822524547576904,expert,False,False,False
347,False,False,False,False,False,False,False,False,False,False,False,False,-6.065881729125977,-4.868745803833008,-3.6545681953430176,-6.219745635986328,-2.553612470626831,-8.135857582092285,-4.700577735900879,-1.7668789625167847,-4.990899562835693,-3.785771131515503,-6.699758052825928,-8.256301879882812,careful,False,False,False
348,False,False,False,False,False,False,False,False,False,False,False,False,-6.727540016174316,-9.556290626525879,-6.95664119720459,-5.195757865905762,-7.321308612823486,-8.822922706604004,-6.187540054321289,-7.7483439445495605,-6.321290493011475,-6.967430591583252,-8.70621395111084,-8.347940444946289,decompose,False,False,False
349,True,True,False,False,True,False,True,False,True,True,False,False,-11.828068733215332,-14.46739387512207,-8.428938865661621,-9.646045684814453,-8.03958511352539,-12.879711151123047,-13.980698585510254,-15.261682510375977,-13.552730560302734,-9.026671409606934,-15.408753395080566,-11.250469207763672,expert,True,False,True
350,False,False,False,False,False,False,False,False,False,False,False,False,-5.369932651519775,-6.5550923347473145,-3.9244236946105957,-9.58105754852295,-3.5164682865142822,-4.574751377105713,-6.317699432373047,-9.221942901611328,-9.509590148925781,-5.3680315017700195,-7.920925140380859,-8.904797554016113,expert,False,False,False
351,False,False,False,False,False,False,False,False,False,True,False,False,-5.91756010055542,-6.725733280181885,-6.678689956665039,-9.642818450927734,-3.1296327114105225,-3.463989734649658,-7.27472448348999,-8.363784790039062,-9.517644882202148,-5.619956016540527,-8.567886352539062,-8.553728103637695,expert,False,True,True
352,False,False,False,False,False,False,False,False,False,False,False,False,-5.652434825897217,-8.277329444885254,-4.604616641998291,-7.237356185913086,-0.6439195871353149,-8.20771598815918,-3.6929516792297363,-10.270910263061523,-8.457052230834961,-2.902998685836792,-9.314452171325684,-7.146773815155029,expert,False,False,False
353,False,False,False,False,False,False,False,False,False,False,False,False,-7.910092353820801,-8.029326438903809,-8.677794456481934,-11.002569198608398,-8.205578804016113,-5.1212310791015625,-12.342368125915527,-9.267477035522461,-12.209087371826172,-8.513364791870117,-11.971956253051758,-10.489263534545898,reviewer,False,False,False
354,False,False,False,False,False,False,False,False,False,False,False,False,-7.810971260070801,-4.551484107971191,-3.4925122261047363,-4.613768100738525,-10.036530494689941,-9.655196189880371,-10.06766414642334,-3.0969057083129883,-4.7867207527160645,-8.952290534973145,-8.572031021118164,-9.467414855957031,careful,False,False,False
